Date,Day,Event,Location,Address,County,City,Region,LAT,LON
9/4/2022,Sunday,Hooley on the Hudson Kingston Festival,TR Gallo Waterfront Park,"Broadway and Rondout Landing, Kingston, NY",Ulster,Kingston,Mid-Hudson,41.90555,-73.976141
9/5/2022,Monday,West Indian Day Parade Breakfast, Lincoln Terrace Park,"299 Buffalo Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.668831,-73.925451
9/5/2022,Monday,West Indian Day Parade,,"280-298 Utica Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.667825,-73.931214
9/5/2022,Monday,Visit U. S. Open,USTA Billie Jean King National Tennis Center,"124-02 Roosevelt Avenue, Flushing, NY",Queens,Queens,New York City,40.7585475,-73.8332175
9/6/2022,Tuesday,Financial Control Board Meeting,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
9/6/2022,Tuesday,Long Island Rail Road Concourse Unveiling Announcement,Pennsylvania Station,"33rd Street Station & 7th Avenue, New York, NY",New York,New York,New York City,40.750992,-73.990623
9/7/2022,Wednesday,Booster Announcement,Boriken Neighborhood Health Center,"2265 3rd Avenue & East 123rd Street, New York, NY",New York,New York,New York City,40.802397,-73.93677
9/8/2022,Thursday,Advanced Energy Conference,New York Marriot Marquis,"1535 Broadway, New York, NY",New York,New York,New York City,40.758597,-73.9861935
9/8/2022,Thursday,John F. Kennedy Int’l Airport Terminal 1 Groundbreaking,John F. Kennedy International Airport ," S Service Rd,
Jamaica, NY 11430",Queens,Queens,New York City,40.655246,-73.797769
9/8/2022,Thursday,15th Annual National 9/11 Memorial & Museum Benefit Dinner,Cipriani Wall Street,"55 Wall Street, New York, NY",New York,New York,New York City,40.7059031,-74.0093449
9/9/2022,Friday,Labor Day Parade Breakfast,1199 SEIU,"498 7th Avenue, New York, NY",New York,New York,New York City,40.7527811,-73.9895448
9/9/2022,Friday,Rangel Institute Event,"Shepard Hall, Charles B. Rangel Center for Public Service","160 Convent Avenue, New York, NY",New York,New York,New York City,40.818198,-73.951009
9/9/2022,Friday,Visit to British Consul General,,"885 2nd Avenue, New York, NY",New York,New York,New York City,40.7534153,-73.9700639
9/10/2022,Saturday,Labor Day Parade,,"44th Street & 5th Avenue, New York, NY",New York,New York,New York City,40.6486201,-74.0065026
9/11/2022,Sunday,Greet Vice President Kamala Harris at LaGuardia Airport,LaGuardia Airport,"Grand Central Pkwy, East Elmhurst, NY 11369",Queens,Queens,New York City,40.7690427,-73.8662219
9/11/2022,Sunday,9/11 Remembrance Ceremony,,"1 World Trade Center, New York, NY",New York,New York,New York City,40.7115025,-74.0124388
9/11/2022,Sunday,Staten Island 9/11 Memorial Ceremony,Staten Island 9/11 Postcards Memorial,"Bank Street, Staten Island, NY",Richmond,Staten Island,New York City,40.6479036,-74.0801863
9/12/2022,Monday,Jerusalem Post Annual Conference,Gotham Hall,"1356 Broadway, New York, NY",New York,New York,New York City,40.75157,-73.9874121
9/12/2022,Monday,National Urban League Topping Off Ceremony,,"126th Street, 4th floor, New York, NY",Queens,Queens,New York City,42.7882631,-73.6725852
9/12/2022,Monday,Coach Fashion Show,Park Avenue Armory,"643 Park Avenue, New York, NY",New York,New York,New York City,40.7672333,-73.9655036
9/14/2022,Wednesday,Upstate Airport Competition Announcement,Greater Binghamton Airport,"2534 Airport Rd, Johnson City, NY",Broome,Johnson City,Southern Tier,42.2080407,-75.9821266
9/14/2022,Wednesday,"Wake Services for Port Authority of New York and New Jersey Officer
Anthony Varvaro","Matthew Funeral Home and Cremation Services, Inc.","2508 Victory Boulevard, Staten Island, NY",Richmond,Staten Island,New York City,40.6098145,-74.1467488
9/15/2022,Thursday,Public Service Loan Forgiveness Bill Signing,Borough of Manhattan Community College,"100 North Moore Street, New York, NY",New York,New York,New York City,40.7201134,-74.0115721
9/18/2022,Sunday,Church Services,Zion Dominion Global Ministries,"895 North Forest Road, Williamsville, NY",Erie,Williamsville,Western New York,42.981786,-78.766169
9/19/2022,Monday,Hurricane Fiona Storm Damage Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
9/20/2022,Tuesday,Clinton Global Initiative Panel,Hilton Midtown,"1335 6th Avenue, New York, NY",New York,New York,New York City,40.762461,-73.979713
9/20/2022,Tuesday,2022 Concordia Annual Summit,Sheraton New York Times Square Hotel,"811 7th Avenue & West 53rd Street, New York, NY",New York,New York,New York City,40.762654,-73.982093
9/20/2022,Tuesday,Subway Camera Announcement,Corona Maintenance Facility,"123-53 126th Street, Corona, NY",Queens,Queens,New York City,40.754897,-73.843166
9/21/2022,Wednesday,Climate Alliance Press Conference,Javits Center,"445 11th Avenue, New York, NY",New York,New York,New York City,40.7574763,-74.0006225
9/22/2022,Thursday,Hurricane Fiona Briefing with President Joe Biden,One World Trade Center,"1 World Trade Center, New York, NY",New York,New York,New York City,40.7115025,-74.0124388
9/24/2022,Saturday,African American Veterans Monument Dedication and Unveiling,Buffalo & Erie County Naval and Military Park,"1 Naval Marina Park South, Buffalo, NY",Erie,Buffalo,Western New York,42.88447,-78.887048
9/24/2022,Saturday,National Women’s Hall of Fame Induction Ceremony,Smith Opera House,"82 Seneca Street, Geneva, NY",Ontario,Geneva,Finger Lakes,42.8669584,-76.9840342
9/27/2022,Tuesday,Long Island Investment Fund Announcement,The Feinstein Institute,"350 Community Drive, Manhasset, NY",Nassau,Manhasset,Long Island,40.7755765,-73.7023159
9/28/2022,Wednesday,Department of Criminal Justice Services Public Safety Symposium,Empire State Plaza Convention Center,"279 Madison Ave, Albany, NY",Albany,Albany,Capital Region,42.648995,-73.7614185
9/29/2022,Thursday,Clean Car Transition Announcement,Chester-Maple Parking Lot,"9 Chester Avenue, White Plains, NY",Westchester,White Plains,Mid-Hudson,41.0276312,-73.7657583
9/29/2022,Thursday,Carnegie Hall Opening Night Concert,Carnegie Hall,"881 7th Avenue, New York, NY",New York,New York,New York City,40.7648811,-73.9802763
9/29/2022,Thursday,Carnegie Hall Opening Night Gala,Cipriani,"110 E 42nd Street, New York, NY",New York,New York,New York City,40.7514708,-73.9772364
9/30/2022,Friday,Hispanic Heritage Month Breakfast,El Museo del Barrio,"1230 Fifth Avenue, New York, NY",New York,New York,New York City,40.79321678,-73.95138407
10/3/2022,Monday,Third Track Completion Event,Westbury LIRR Station,"362 Union Avenue, Westbury, NY",Nassau,Westbury,Long Island,40.7536523,-73.5855215
10/3/2022,Monday,Wake Services for FDNY Lieutenant Alison Russo-Elling,Commack Abbey Inc.,"96 Commack Road, Commack, NY",Suffolk,Commack,Long Island,40.8402629,-73.2930294
10/4/2022,Tuesday,Micron Announcement,National Veterans Resource Center,"101 Waverly Avenue, Syracuse, NY",Onondaga,Syracuse,Central New York,43.0410876,-76.1362391
10/6/2022,Thursday,Greet President Biden at Stewart Int’l Airport,"Tarmac, Stewart Int’l Airport","1180 1st Street, New Windsor, NY",Orange,Windsor,Mid-Hudson,41.5014046,-74.1002471
10/6/2022,Thursday, IBM Announcement and Remarks with President Biden,"Building 10, IBM","2455 South Road, Poughkeepsie, NY",Dutchess,Poughkeepsie,Mid-Hudson,41.6571335,-73.9378291
10/6/2022,Thursday,2022 Brooklyn Bridge Park Gala,Brooklyn Bridge Park Pier 2,"150 Furman St, Pier 2, Brooklyn, NY, United States.",Kings,Brooklyn,New York City,40.70028,-73.995974
10/8/2022,Saturday,David Geffen Hall Ribbon Cutting Event,"Lincoln Center, David Geffen Hall","10 Lincoln Center Plaza, New York, NY",New York,New York,New York City,40.770644,-73.980474
10/8/2022,Saturday,Columbus Citizens Foundation Annual Gala,Cipriani,"110 E 42nd Street, New York, NY",New York,New York,New York City,40.7514708,-73.9772364
10/10/2022,Monday,Columbus Day Parade,,"46th Street & 5th Avenue, New York, NY",New York,New York,New York City,40.7558938,-73.9792645
10/11/2022,Tuesday,Diwali Celebration,Queens College Ballroom,"65-30 Kissena Boulevard, Flushing, NY",Queens,Queens,New York City,40.7564149,-73.8258567
10/12/2022,Wednesday,Abortion Provider Grant Funding Announcement,Judson Memorial Church,"55 Washington Square South, New York, NY",New York,New York,New York City,40.730295,-73.998307
10/13/2022,Thursday,Brookdale Announcement,"CUNY Hunter Brookdale Campus, East Building","425 East 25th Street, New York, NY",New York,New York,New York City,40.7380332,-73.9763795
10/15/2022,Saturday,Theodore Roosevelt Inaugural National Historic Site’s Annual Anniversary & Awards Dinner,Buffalo Niagara Convention Center,"153 Franklin St., Buffalo, NY",Erie,Buffalo,Western New York,42.8872747,-78.8758901
10/17/2022,Monday,Catalytic Converter Theft Announcement,New York State Police Troop L Barracks,"7140 Republic Airport, Farmingdale, NY",Suffolk,Farmingdale,Long Island,40.722294,-73.418101
10/18/2022,Tuesday,Domestic Violence Bill Package Signing,Union Settlement at Leggett Memorial,"237 E 104th Street, New York, NY",New York,New York,New York City,40.7898475,-73.9439258
10/19/2022,Wednesday,New York State Police Commencement Ceremony,Empire State Plaza Convention Center,"279 Madison Ave, Albany, NY",Albany,Albany,Capital Region,42.648995,-73.7614185
10/20/2022,Thursday,Road Paving Update,,"1400 Walt Whitman Road, Melville, NY",Suffolk,Melville,Long Island,40.782092,-73.423692
10/20/2022,Thursday,Green Jobs Announcement,Suffolk County Community College,"Crooked Hill Road, Brentwood, NY",Suffolk,Brentwood,Long Island,40.7986013,-73.2798091
10/20/2022,Thursday,Alfred E. Smith Memorial Foundation Dinner,Park Avenue Armory,"643 Park Avenue, New York, NY",New York,New York,New York City,40.7672333,-73.9655036
10/21/2022,Friday,May 14th Commission Event,Apollo Media Center,"1346 Jefferson Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9118665,-78.8544568
10/22/2022,Saturday,Grand Central Madison Tour,Grand Central Madison,"89 E 42nd St, New York, NY 10017",New York,New York,New York City,40.7526943,-73.977253
10/22/2022,Saturday,Subway Safety Announcement,Grand Central Terminal,"89 E 42nd St, New York, NY 10017",New York,New York,New York City,40.7526943,-73.977253
10/24/2022,Monday,Gun Safety Announcement,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
10/26/2022,Wednesday,Winter Health Preparedness Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
10/27/2022,Thursday,Greet President Joe Biden,Syracuse Hancock International Airport,"1000 Colonel Eileen Collins Boulevard, Syracuse, NY",Onondaga,Syracuse,Central New York,42.943107,-76.284718
10/27/2022,Thursday,Micron Event,"SRC Arena & Events Center, Onondaga Community College","4585 West Seneca Turnpike, Syracuse, NY",Onondaga,Syracuse,Central New York,43.0056477,-76.1973428
10/28/2022,Friday,Visit Platinum Plus Unisex Hair Care,,"1916 Mott Avenue, Queens, NY",Queens,Queens,New York City,40.6034354,-73.751393
10/28/2022,Friday,Visit Corner Coffee Shop,,"Beach 20th Street, Far Rockaway, NY",Queens,Queens,New York City,40.6032144,-73.7531197
10/28/2022,Friday,Hurricane Sandy 10th Anniversary Event,Church of the Nazarene,"14-14 Central Avenue, Far Rockaway, NY",Queens,Queens,New York City,40.6063887,-73.7506926
10/28/2022,Friday,Lincoln Center Gala,"2nd Floor, David Geffen Hall","10 Lincoln Center Plaza, New York, NY",New York,New York,New York City,40.770644,-73.980474
10/29/2022,Saturday,Cast Early Vote,Delavan Grider Community Center,"877 East Delavan Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9221767,-78.8241674
11/1/2022,Tuesday,Lena Horne Theatre Dedication,Lena Horne Theatre,"256 West 47th Street, New York, NY",New York,New York,New York City,40.7599753,-73.9869664
11/3/2022,Thursday,National Association of Minority Contractors 2022 Affirmation Gala,Sheraton New York Times Square Hotel,"811 7th Avenue & West 53rd Street, New York, NY",New York,New York,New York City,40.762654,-73.982093
11/4/2022,Friday,Rev. Dr. Calvin Butts III Funeral Services,Abyssinian Baptist Church,"132 West 138th Street, New York, NY",New York,New York,New York City,40.8166357,-73.9414779
11/14/2022,Monday,Buffalo DRI Announcement,,"1081 Broadway, Buffalo, NY",Erie,Buffalo,Western New York,42.8938659,-78.8348131
11/16/2022,Wednesday,Philipse Manor Hall Announcement,,"29 Warburton Avenue, Yonkers, NY",Westchester,Yonkers,Mid-Hudson,40.935726,-73.8993687
11/16/2022,Wednesday,Consul General Reception,Canadian Consulate,"466 Lexington Avenue, New York, NY",New York,New York,New York City,40.7537721,-73.9745254
11/16/2022,Wednesday,Hetrick-Martin Institute’s 2022 Emery Awards,Terminal 5,"610 West 56th Street, New York, NY",New York,New York,New York City,40.7697469,-73.9927437
11/16/2022,Wednesday,National Urban League’s Equal Opportunity Dinner,New York Marriott Marquis,"1535 Broadway, New York, NY",New York,New York,New York City,40.758597,-73.9861935
11/17/2022,Thursday,Storm Preparedness Press Conference,"NYS Thruway Authority, Buffalo Maintenance Section","1870 Walden Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9085,-78.76755
11/18/2022,Friday,Storm Briefing,Buffalo Maintenance Station,"1870 Walden Avenue, Buffalo, NY 14225",Erie,Buffalo,Western New York,42.9085,-78.76755
11/18/2022,Friday,Storm Briefing,,"455 Cayuga Road, Buffalo, NY",Erie,Buffalo,Western New York,42.9424767,-78.7437515
11/19/2022,Saturday,Tour Storm Damage at Shamrock Mobile Home Park,Shamrock Mobile Home Park,"1883 Electric Avenue, Lackawanna, NY",Erie,Lackawanna,Western New York,42.806875,-78.8287513
11/19/2022,Saturday,Tour Storm Damage at Hamburg Senior Community Center,,"4540 Southwestern Boulevard
Hamburg, NY ",Erie,Hamburg,Western New York,42.7622128,-78.8294419
11/19/2022,Saturday,Tour Storm Damage at Braymiller’s Lanes,Braymiller’s Lanes,"39 Buffalo Street
Hamburg, NY ",Erie,Hamburg,Western New York,42.7170078,-78.8290391
11/19/2022,Saturday,Storm Briefing ,"New York State DOT, South Erie Residency","3754 Lakeview Drive, Hamburg, NY",Erie,Hamburg,Western New York,42.707781,-78.899008
11/20/2022,Sunday,Storm Briefing,Command Center,"455 Cayuga Road, Buffalo, NY",Erie,Buffalo,Western New York,42.9424767,-78.7437515
11/20/2022,Sunday,Storm Briefing Press Conference,Command Center,"455 Cayuga Road, Buffalo, NY",Erie,Buffalo,Western New York,42.9424767,-78.7437515
11/22/2022,Tuesday,Hate Crimes Prevention Bill Signing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
11/22/2022,Tuesday,"Food Distribution Event at Food Bank of Northeastern New York with Sen.
Kirsten Gillibrand",Regional Food Bank of Northeastern New York,"965 Albany Shaker Road, Latham, NY",Albany,Albany,Capital Region,42.7641953,-73.8131998
11/23/2022,Wednesday,Thanksgiving Turkey Pardon and Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
11/24/2022,Thursday,Schenectady Tabernacle of New Hope’s 15th Annual Thanksgiving Dinner,Schenectady Tabernacle of New Hope,"3 Morris Avenue, Schenectady, NY",Schenectady,Schenectady,Capital Region,42.8111484,-73.922938
11/24/2022,Thursday,Schenectady City Mission’s Annual Thanksgiving Dinner,Schenectady City Mission,"425 Hamilton Street, Schenectady, NY",Schenectady,Schenectady,Capital Region,42.8099879,-73.9430473
11/28/2022,Monday,Gloversville DRI Announcement,The Glove Theatre,"42 North Main Street, Gloversville, NY",Fulton,Gloversville,Mohawk Valley,43.0514721,-74.3443638
11/29/2022,Tuesday,LIIF Milestone Event,"Tilles Center for the Performing Arts, Long Island University","720 Northern Boulevard, Brookville, NY",Nassau,Brookville,Long Island,40.8172692,-73.5973287
11/29/2022,Tuesday,Tour the Roosevelt House,"Roosevelt House, Long Island University","720 Northern Boulevard, Brookville, NY",Nassau,Brookville,Long Island,40.8172692,-73.5973287
11/30/2022,Wednesday,Champlain Hudson Power Express Announcement,Whitehall Castle,"62 Poultney Street, Whitehall, NY",Washington,Whitehall,Capital Region,43.5500774,-73.395708
12/1/2022,Thursday,New York Housing Conference Annual Awards Program,Hilton Hotel New York,"1335 6th Avenue, New York, NY",New York,New York,New York City,40.762461,-73.979713
12/1/2022,Thursday,Met Council 50th Anniversary Dinner,Mandarin Oriental,"80 Columbus Circle at 60th Street, New York, NY",New York,New York,New York City,40.768527,-73.982189
12/5/2022,Monday,Rochester DRI Announcement,Joseph A. Floreano Rochester Riverside Convention Center,"123 East Main Street, Rochester, NY 14604",Monroe,Rochester,Finger Lakes,43.1558248,-77.6091652
12/7/2022,Wednesday,Winter Health Update Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
